,cha,con,dex,int,result,str,wis
5316,14.0,12.0,15.0,10.0,succeed,12.0,11.0
5317,17.0,19.0,2.0,10.0,succeed,6.0,9.0
5318,10.0,12.0,15.0,10.0,fail,13.0,16.0
5319,17.0,11.0,16.0,10.0,succeed,11.0,13.0
5320,14.0,10.0,12.0,18.0,succeed,4.0,6.0
5321,13.0,11.0,3.0,9.0,succeed,14.0,11.0
5322,6.0,10.0,14.0,10.0,succeed,17.0,14.0
5323,12.0,9.0,4.0,9.0,succeed,14.0,15.0
5324,14.0,17.0,10.0,5.0,succeed,12.0,12.0
5325,11.0,5.0,15.0,15.0,succeed,20.0,8.0
5326,12.0,12.0,17.0,14.0,succeed,10.0,14.0
5327,16.0,11.0,11.0,12.0,fail,11.0,9.0
5328,10.0,12.0,11.0,12.0,fail,15.0,6.0
5329,12.0,13.0,15.0,14.0,fail,7.0,11.0
5330,10.0,5.0,13.0,6.0,succeed,10.0,17.0
5331,9.0,14.0,2.0,13.0,succeed,13.0,13.0
5332,14.0,16.0,8.0,8.0,succeed,9.0,11.0
5333,7.0,8.0,6.0,16.0,fail,9.0,14.0
5334,5.0,15.0,17.0,9.0,succeed,6.0,13.0
5335,14.0,16.0,15.0,13.0,succeed,10.0,10.0
5336,7.0,11.0,12.0,15.0,fail,15.0,11.0
5337,4.0,18.0,10.0,12.0,fail,9.0,10.0
5338,5.0,17.0,19.0,11.0,fail,10.0,4.0
5339,12.0,16.0,11.0,17.0,succeed,4.0,10.0
5340,17.0,19.0,12.0,4.0,succeed,12.0,18.0
5341,6.0,11.0,16.0,7.0,fail,12.0,8.0
5342,6.0,2.0,15.0,16.0,fail,9.0,18.0
5343,10.0,19.0,8.0,8.0,succeed,4.0,13.0
5344,16.0,6.0,15.0,9.0,succeed,12.0,4.0
5345,13.0,13.0,12.0,14.0,succeed,7.0,5.0
5346,13.0,15.0,9.0,5.0,succeed,9.0,18.0
5347,9.0,10.0,18.0,16.0,fail,12.0,7.0
5348,15.0,5.0,20.0,13.0,fail,16.0,6.0
5349,17.0,10.0,10.0,14.0,succeed,19.0,12.0
5350,6.0,16.0,11.0,11.0,succeed,3.0,16.0
5351,12.0,8.0,13.0,13.0,succeed,15.0,13.0
5352,12.0,17.0,13.0,9.0,succeed,14.0,14.0
5353,3.0,11.0,19.0,7.0,fail,14.0,7.0
5354,6.0,11.0,14.0,5.0,succeed,10.0,14.0
5355,13.0,17.0,11.0,9.0,succeed,6.0,9.0
5356,11.0,13.0,11.0,18.0,fail,7.0,13.0
5357,15.0,10.0,13.0,5.0,fail,7.0,10.0
5358,10.0,2.0,8.0,14.0,succeed,12.0,14.0
5359,15.0,9.0,17.0,11.0,succeed,18.0,15.0
5360,6.0,6.0,12.0,16.0,succeed,14.0,15.0
5361,8.0,15.0,14.0,5.0,succeed,13.0,11.0
5362,8.0,8.0,3.0,12.0,succeed,9.0,20.0
5363,16.0,9.0,10.0,7.0,succeed,18.0,9.0
5364,6.0,17.0,18.0,15.0,succeed,9.0,15.0
5365,13.0,13.0,14.0,9.0,succeed,11.0,15.0
5366,9.0,7.0,10.0,10.0,fail,15.0,9.0
5367,12.0,9.0,15.0,12.0,fail,10.0,11.0
5368,5.0,12.0,9.0,15.0,fail,11.0,16.0
5369,11.0,15.0,12.0,15.0,succeed,8.0,15.0
5370,10.0,14.0,13.0,10.0,succeed,11.0,9.0
5371,9.0,15.0,10.0,4.0,fail,16.0,9.0
5372,9.0,20.0,14.0,12.0,succeed,8.0,16.0
5373,9.0,17.0,20.0,5.0,fail,8.0,10.0
5374,16.0,6.0,5.0,17.0,fail,12.0,13.0
5375,11.0,10.0,10.0,16.0,fail,17.0,6.0
5376,16.0,9.0,9.0,15.0,succeed,10.0,12.0
5377,5.0,11.0,9.0,9.0,succeed,13.0,14.0
5378,6.0,13.0,17.0,7.0,succeed,10.0,13.0
5379,14.0,12.0,17.0,14.0,fail,14.0,9.0
5380,15.0,11.0,11.0,17.0,succeed,3.0,11.0
5381,6.0,10.0,11.0,7.0,fail,13.0,13.0
5382,16.0,17.0,8.0,9.0,succeed,12.0,15.0
5383,15.0,10.0,4.0,10.0,succeed,12.0,15.0
5384,18.0,7.0,11.0,14.0,succeed,10.0,11.0
5385,9.0,13.0,11.0,20.0,succeed,9.0,8.0
5386,8.0,9.0,6.0,13.0,succeed,16.0,17.0
5387,15.0,14.0,9.0,6.0,succeed,20.0,11.0
5388,11.0,14.0,3.0,10.0,succeed,14.0,16.0
5389,19.0,9.0,6.0,15.0,succeed,13.0,11.0
5390,13.0,13.0,14.0,8.0,succeed,11.0,11.0
5391,12.0,10.0,8.0,18.0,succeed,16.0,14.0
5392,4.0,15.0,8.0,16.0,succeed,20.0,15.0
5393,14.0,16.0,8.0,7.0,succeed,19.0,18.0
5394,15.0,16.0,10.0,12.0,succeed,8.0,12.0
5395,11.0,19.0,6.0,6.0,succeed,12.0,17.0
5396,14.0,10.0,9.0,13.0,fail,9.0,9.0
5397,6.0,13.0,12.0,19.0,fail,12.0,13.0
5398,14.0,10.0,18.0,11.0,fail,9.0,7.0
5399,10.0,16.0,7.0,12.0,fail,12.0,10.0
5400,5.0,16.0,20.0,7.0,succeed,9.0,7.0
5401,7.0,14.0,10.0,14.0,succeed,13.0,12.0
5402,12.0,11.0,15.0,18.0,fail,8.0,16.0
5403,13.0,12.0,15.0,19.0,succeed,9.0,16.0
5404,17.0,12.0,16.0,15.0,succeed,5.0,10.0
5405,14.0,3.0,14.0,12.0,succeed,11.0,11.0
5406,8.0,9.0,8.0,12.0,succeed,14.0,19.0
5407,10.0,18.0,18.0,11.0,succeed,16.0,11.0
5408,13.0,10.0,14.0,13.0,succeed,15.0,19.0
5409,16.0,19.0,9.0,11.0,succeed,9.0,15.0
5410,16.0,11.0,17.0,9.0,fail,6.0,12.0
5411,4.0,19.0,14.0,11.0,succeed,11.0,18.0
5412,9.0,16.0,3.0,13.0,succeed,16.0,13.0
5413,14.0,11.0,7.0,13.0,succeed,12.0,20.0
5414,8.0,11.0,12.0,7.0,fail,11.0,11.0
5415,14.0,13.0,11.0,13.0,fail,3.0,12.0
5416,11.0,14.0,13.0,12.0,fail,9.0,10.0
5417,14.0,5.0,14.0,11.0,succeed,15.0,13.0
5418,17.0,9.0,14.0,13.0,fail,7.0,13.0
5419,7.0,11.0,12.0,7.0,fail,13.0,12.0
5420,12.0,15.0,9.0,8.0,succeed,11.0,10.0
5421,10.0,14.0,13.0,3.0,fail,10.0,11.0
5422,12.0,8.0,17.0,15.0,succeed,8.0,9.0
5423,12.0,13.0,6.0,17.0,succeed,15.0,13.0
5424,9.0,16.0,19.0,14.0,succeed,15.0,10.0
5425,6.0,9.0,17.0,13.0,succeed,18.0,12.0
5426,9.0,17.0,18.0,14.0,succeed,16.0,16.0
5427,9.0,11.0,14.0,7.0,fail,16.0,3.0
5428,19.0,14.0,8.0,9.0,succeed,9.0,6.0
5429,15.0,12.0,17.0,3.0,succeed,12.0,10.0
5430,8.0,11.0,11.0,7.0,succeed,12.0,16.0
5431,14.0,15.0,4.0,9.0,succeed,7.0,15.0
5432,9.0,14.0,13.0,4.0,succeed,13.0,10.0
5433,7.0,16.0,12.0,13.0,succeed,16.0,15.0
5434,10.0,8.0,5.0,10.0,succeed,12.0,20.0
5435,12.0,18.0,9.0,6.0,succeed,16.0,9.0
5436,13.0,8.0,10.0,18.0,succeed,13.0,8.0
5437,20.0,7.0,13.0,9.0,succeed,16.0,15.0
5438,9.0,10.0,11.0,7.0,succeed,17.0,15.0
5439,4.0,16.0,17.0,5.0,succeed,12.0,10.0
5440,11.0,13.0,18.0,8.0,fail,11.0,5.0
5441,3.0,6.0,19.0,13.0,succeed,14.0,6.0
5442,14.0,6.0,10.0,12.0,succeed,12.0,15.0
5443,8.0,12.0,14.0,9.0,succeed,8.0,18.0
5444,14.0,15.0,11.0,13.0,succeed,19.0,9.0
5445,2.0,11.0,16.0,11.0,fail,12.0,13.0
5446,8.0,19.0,4.0,10.0,succeed,9.0,13.0
5447,12.0,14.0,5.0,12.0,succeed,14.0,8.0
5448,14.0,18.0,13.0,15.0,succeed,4.0,12.0
5449,4.0,15.0,12.0,11.0,succeed,15.0,11.0
5450,18.0,9.0,13.0,14.0,succeed,2.0,12.0
5451,10.0,15.0,9.0,13.0,succeed,8.0,13.0
5452,14.0,16.0,12.0,16.0,succeed,15.0,16.0
5453,13.0,18.0,9.0,15.0,fail,12.0,17.0
5454,14.0,5.0,9.0,17.0,succeed,16.0,14.0
5455,16.0,12.0,5.0,14.0,succeed,10.0,16.0
5456,6.0,10.0,17.0,6.0,fail,14.0,17.0
5457,9.0,13.0,12.0,13.0,fail,10.0,11.0
5458,10.0,14.0,13.0,15.0,fail,7.0,13.0
5459,5.0,14.0,11.0,12.0,fail,14.0,12.0
5460,10.0,12.0,14.0,12.0,fail,10.0,4.0
5461,13.0,9.0,7.0,9.0,succeed,17.0,12.0
5462,9.0,15.0,9.0,12.0,fail,20.0,8.0
5463,5.0,10.0,12.0,10.0,fail,15.0,14.0
5464,14.0,8.0,16.0,8.0,fail,5.0,16.0
5465,17.0,10.0,8.0,14.0,succeed,13.0,16.0
5466,9.0,15.0,8.0,14.0,fail,8.0,8.0
5467,20.0,7.0,15.0,8.0,succeed,14.0,7.0
5468,13.0,8.0,18.0,8.0,fail,9.0,4.0
5469,14.0,17.0,17.0,13.0,succeed,6.0,11.0
5470,12.0,10.0,4.0,15.0,fail,12.0,19.0
5471,10.0,17.0,13.0,8.0,succeed,15.0,15.0
5472,11.0,11.0,16.0,11.0,fail,12.0,10.0
5473,11.0,12.0,13.0,9.0,succeed,16.0,16.0
5474,11.0,9.0,15.0,12.0,succeed,10.0,19.0
5475,17.0,17.0,9.0,15.0,succeed,11.0,11.0
5476,14.0,16.0,10.0,8.0,succeed,10.0,14.0
5477,19.0,13.0,10.0,9.0,fail,12.0,5.0
5478,18.0,11.0,12.0,18.0,succeed,4.0,17.0
5479,11.0,13.0,14.0,6.0,fail,17.0,17.0
5480,14.0,16.0,9.0,11.0,succeed,10.0,14.0
5481,14.0,16.0,13.0,12.0,succeed,16.0,16.0
5482,19.0,8.0,14.0,13.0,succeed,8.0,5.0
5483,13.0,11.0,11.0,12.0,fail,12.0,8.0
5484,2.0,17.0,13.0,16.0,succeed,18.0,13.0
5485,20.0,16.0,16.0,13.0,succeed,7.0,8.0
5486,12.0,13.0,11.0,18.0,succeed,10.0,20.0
5487,7.0,14.0,20.0,13.0,fail,10.0,4.0
5488,16.0,10.0,10.0,11.0,fail,5.0,8.0
5489,4.0,6.0,16.0,14.0,fail,10.0,11.0
5490,4.0,13.0,10.0,19.0,succeed,10.0,8.0
5491,11.0,5.0,12.0,7.0,fail,14.0,12.0
5492,16.0,6.0,12.0,18.0,fail,6.0,5.0
5493,12.0,10.0,17.0,9.0,fail,4.0,18.0
5494,12.0,14.0,19.0,17.0,succeed,18.0,11.0
5495,10.0,10.0,16.0,4.0,succeed,15.0,13.0
5496,19.0,13.0,9.0,9.0,succeed,11.0,11.0
5497,11.0,11.0,9.0,15.0,fail,7.0,10.0
5498,10.0,6.0,8.0,9.0,fail,15.0,14.0
5499,11.0,19.0,16.0,17.0,succeed,16.0,3.0
5500,15.0,10.0,5.0,9.0,succeed,19.0,8.0
5501,9.0,8.0,10.0,11.0,fail,12.0,10.0
5502,9.0,13.0,15.0,9.0,succeed,11.0,14.0
5503,15.0,6.0,9.0,15.0,fail,12.0,8.0
5504,9.0,16.0,7.0,17.0,succeed,14.0,10.0
5505,4.0,15.0,16.0,13.0,fail,10.0,10.0
5506,12.0,9.0,6.0,17.0,succeed,18.0,12.0
5507,9.0,12.0,9.0,18.0,fail,10.0,17.0
5508,8.0,14.0,11.0,10.0,succeed,15.0,17.0
5509,15.0,7.0,9.0,18.0,succeed,10.0,16.0
5510,10.0,12.0,16.0,17.0,fail,12.0,11.0
5511,10.0,15.0,15.0,9.0,succeed,11.0,18.0
5512,15.0,16.0,4.0,14.0,succeed,14.0,11.0
5513,12.0,4.0,15.0,7.0,fail,10.0,13.0
5514,17.0,19.0,9.0,13.0,fail,6.0,3.0
5515,6.0,10.0,11.0,18.0,succeed,14.0,19.0
5516,19.0,9.0,3.0,10.0,succeed,16.0,4.0
5517,14.0,11.0,8.0,9.0,succeed,16.0,19.0
5518,11.0,13.0,16.0,5.0,fail,10.0,11.0
5519,10.0,19.0,12.0,7.0,succeed,19.0,16.0
5520,12.0,6.0,12.0,12.0,fail,11.0,16.0
5521,9.0,10.0,8.0,13.0,fail,12.0,16.0
5522,6.0,18.0,8.0,12.0,fail,9.0,10.0
5523,17.0,10.0,14.0,15.0,succeed,12.0,13.0
5524,11.0,13.0,13.0,18.0,fail,15.0,11.0
5525,9.0,4.0,14.0,15.0,fail,12.0,9.0
5526,9.0,17.0,7.0,6.0,succeed,14.0,14.0
5527,14.0,10.0,4.0,9.0,succeed,12.0,14.0
5528,11.0,11.0,4.0,15.0,succeed,9.0,12.0
5529,10.0,12.0,11.0,9.0,succeed,16.0,7.0
5530,12.0,20.0,9.0,8.0,succeed,12.0,5.0
5531,9.0,7.0,4.0,17.0,succeed,20.0,14.0
5532,12.0,12.0,17.0,9.0,succeed,11.0,17.0
5533,8.0,19.0,17.0,4.0,fail,10.0,7.0
5534,12.0,9.0,11.0,7.0,succeed,8.0,13.0
5535,9.0,17.0,15.0,2.0,fail,14.0,8.0
5536,16.0,6.0,9.0,14.0,fail,4.0,18.0
5537,19.0,6.0,7.0,16.0,succeed,14.0,7.0
5538,13.0,15.0,20.0,12.0,succeed,10.0,4.0
5539,15.0,7.0,6.0,13.0,succeed,9.0,11.0
5540,9.0,13.0,9.0,11.0,fail,17.0,12.0
5541,19.0,12.0,12.0,13.0,succeed,9.0,15.0
5542,10.0,10.0,17.0,9.0,succeed,18.0,8.0
5543,10.0,12.0,9.0,8.0,succeed,17.0,6.0
5544,15.0,6.0,14.0,19.0,fail,17.0,13.0
5545,14.0,8.0,11.0,13.0,fail,5.0,10.0
5546,18.0,6.0,11.0,11.0,succeed,13.0,5.0
5547,7.0,11.0,18.0,10.0,succeed,10.0,10.0
5548,12.0,7.0,20.0,11.0,fail,11.0,7.0
5549,14.0,9.0,6.0,18.0,succeed,11.0,16.0
5550,15.0,18.0,6.0,14.0,succeed,15.0,10.0
5551,8.0,13.0,13.0,18.0,fail,9.0,12.0
5552,12.0,16.0,8.0,9.0,succeed,8.0,15.0
5553,12.0,9.0,11.0,13.0,succeed,11.0,13.0
5554,7.0,13.0,14.0,12.0,fail,13.0,7.0
5555,11.0,12.0,15.0,16.0,fail,6.0,5.0
5556,4.0,8.0,9.0,10.0,succeed,18.0,13.0
5557,14.0,5.0,9.0,10.0,fail,11.0,15.0
5558,8.0,13.0,11.0,12.0,succeed,14.0,10.0
5559,17.0,11.0,13.0,6.0,succeed,7.0,14.0
5560,14.0,8.0,13.0,13.0,fail,10.0,7.0
5561,14.0,13.0,10.0,13.0,succeed,6.0,12.0
5562,18.0,5.0,8.0,15.0,succeed,9.0,15.0
5563,5.0,14.0,16.0,9.0,fail,5.0,13.0
5564,18.0,7.0,10.0,11.0,succeed,14.0,15.0
5565,14.0,12.0,10.0,18.0,fail,11.0,2.0
5566,13.0,13.0,3.0,16.0,fail,5.0,11.0
5567,13.0,9.0,12.0,8.0,fail,13.0,10.0
5568,8.0,5.0,19.0,19.0,succeed,15.0,11.0
5569,4.0,15.0,8.0,17.0,succeed,8.0,8.0
5570,13.0,11.0,13.0,2.0,fail,12.0,10.0
5571,8.0,14.0,11.0,8.0,succeed,9.0,15.0
5572,12.0,10.0,17.0,17.0,succeed,4.0,11.0
5573,16.0,9.0,16.0,6.0,succeed,6.0,14.0
5574,14.0,9.0,10.0,15.0,fail,15.0,4.0
5575,9.0,15.0,14.0,16.0,fail,2.0,4.0
5576,10.0,12.0,8.0,18.0,succeed,11.0,12.0
5577,14.0,10.0,7.0,15.0,succeed,9.0,7.0
5578,14.0,12.0,11.0,11.0,succeed,15.0,13.0
5579,10.0,8.0,3.0,15.0,succeed,8.0,17.0
5580,14.0,18.0,16.0,16.0,succeed,15.0,13.0
5581,14.0,14.0,11.0,4.0,succeed,10.0,8.0
5582,9.0,12.0,15.0,13.0,succeed,15.0,10.0
5583,18.0,7.0,15.0,15.0,fail,4.0,8.0
5584,10.0,12.0,3.0,12.0,succeed,14.0,12.0
5585,18.0,12.0,6.0,16.0,fail,6.0,19.0
5586,12.0,12.0,14.0,11.0,succeed,9.0,18.0
5587,8.0,12.0,10.0,14.0,succeed,12.0,17.0
5588,7.0,12.0,11.0,7.0,fail,11.0,12.0
5589,12.0,15.0,16.0,4.0,succeed,14.0,20.0
5590,16.0,8.0,7.0,15.0,fail,10.0,7.0
5591,12.0,9.0,20.0,13.0,succeed,6.0,18.0
5592,13.0,10.0,12.0,15.0,fail,13.0,8.0
5593,12.0,12.0,8.0,7.0,succeed,15.0,7.0
5594,11.0,15.0,14.0,15.0,succeed,15.0,9.0
5595,11.0,9.0,5.0,9.0,fail,13.0,14.0
5596,17.0,15.0,13.0,6.0,succeed,7.0,6.0
5597,9.0,8.0,6.0,18.0,succeed,10.0,19.0
5598,9.0,12.0,13.0,11.0,succeed,12.0,16.0
5599,9.0,11.0,12.0,13.0,fail,7.0,13.0
5600,13.0,16.0,10.0,8.0,succeed,6.0,12.0
5601,16.0,11.0,10.0,7.0,succeed,11.0,11.0
5602,16.0,8.0,8.0,5.0,fail,9.0,14.0
5603,15.0,16.0,4.0,15.0,succeed,16.0,10.0
5604,7.0,17.0,13.0,11.0,succeed,12.0,14.0
5605,11.0,7.0,13.0,8.0,succeed,12.0,9.0
5606,10.0,11.0,16.0,10.0,fail,16.0,10.0
5607,12.0,11.0,16.0,15.0,succeed,11.0,10.0
5608,9.0,10.0,13.0,9.0,fail,12.0,10.0
5609,14.0,16.0,10.0,10.0,succeed,11.0,9.0
5610,10.0,18.0,14.0,12.0,succeed,11.0,8.0
5611,6.0,20.0,9.0,10.0,fail,5.0,12.0
5612,13.0,18.0,14.0,5.0,succeed,9.0,17.0
5613,10.0,10.0,15.0,13.0,fail,11.0,11.0
5614,6.0,16.0,17.0,17.0,fail,13.0,8.0
5615,12.0,9.0,18.0,11.0,fail,6.0,7.0
5616,11.0,12.0,9.0,10.0,fail,6.0,18.0
5617,7.0,12.0,14.0,17.0,succeed,18.0,10.0
5618,18.0,8.0,18.0,12.0,succeed,13.0,16.0
5619,13.0,11.0,8.0,6.0,succeed,13.0,13.0
5620,19.0,15.0,10.0,13.0,succeed,13.0,9.0
5621,13.0,11.0,9.0,15.0,succeed,13.0,17.0
5622,16.0,12.0,6.0,18.0,succeed,9.0,14.0
5623,13.0,9.0,11.0,4.0,fail,15.0,8.0
5624,12.0,18.0,14.0,14.0,succeed,7.0,19.0
5625,12.0,9.0,14.0,9.0,fail,6.0,10.0
5626,16.0,9.0,11.0,15.0,succeed,19.0,14.0
5627,10.0,5.0,5.0,14.0,fail,14.0,15.0
5628,19.0,13.0,6.0,11.0,succeed,12.0,8.0
5629,12.0,18.0,7.0,13.0,succeed,16.0,11.0
5630,15.0,18.0,14.0,17.0,succeed,13.0,11.0
5631,13.0,16.0,9.0,4.0,fail,7.0,12.0
5632,11.0,17.0,12.0,2.0,succeed,7.0,17.0
5633,13.0,10.0,11.0,12.0,succeed,10.0,13.0
5634,8.0,8.0,11.0,16.0,succeed,16.0,15.0
5635,12.0,6.0,9.0,14.0,fail,15.0,9.0
5636,14.0,5.0,13.0,13.0,fail,10.0,9.0
5637,17.0,14.0,12.0,11.0,succeed,15.0,14.0
5638,8.0,13.0,8.0,10.0,succeed,19.0,17.0
5639,13.0,12.0,20.0,14.0,fail,2.0,12.0
5640,13.0,10.0,5.0,13.0,succeed,13.0,7.0
5641,14.0,17.0,11.0,8.0,fail,11.0,16.0
5642,6.0,12.0,13.0,18.0,succeed,12.0,14.0
5643,11.0,17.0,16.0,10.0,fail,14.0,7.0
5644,17.0,9.0,14.0,12.0,succeed,8.0,9.0
5645,16.0,10.0,11.0,17.0,succeed,5.0,19.0
5646,15.0,7.0,17.0,13.0,succeed,17.0,5.0
5647,15.0,14.0,12.0,11.0,succeed,7.0,16.0
5648,13.0,12.0,4.0,12.0,succeed,12.0,17.0
5649,13.0,14.0,3.0,13.0,succeed,11.0,14.0
5650,9.0,9.0,12.0,4.0,succeed,9.0,17.0
5651,8.0,9.0,8.0,11.0,fail,17.0,19.0
5652,14.0,11.0,18.0,9.0,succeed,12.0,14.0
5653,16.0,13.0,12.0,19.0,fail,7.0,14.0
5654,11.0,14.0,14.0,13.0,succeed,7.0,16.0
5655,12.0,14.0,3.0,15.0,succeed,9.0,8.0
5656,12.0,6.0,15.0,13.0,fail,9.0,11.0
5657,9.0,16.0,10.0,10.0,succeed,8.0,18.0
5658,14.0,5.0,20.0,16.0,fail,16.0,10.0
5659,9.0,9.0,9.0,20.0,fail,15.0,16.0
5660,5.0,12.0,11.0,10.0,fail,16.0,7.0
5661,11.0,13.0,13.0,4.0,fail,17.0,13.0
5662,11.0,13.0,16.0,10.0,fail,6.0,9.0
5663,10.0,15.0,7.0,12.0,succeed,11.0,13.0
5664,18.0,8.0,15.0,9.0,succeed,11.0,12.0
5665,8.0,13.0,12.0,16.0,succeed,13.0,8.0
5666,9.0,10.0,15.0,10.0,succeed,14.0,9.0
5667,11.0,17.0,18.0,7.0,succeed,14.0,10.0
5668,9.0,17.0,14.0,14.0,succeed,4.0,9.0
5669,12.0,16.0,15.0,9.0,succeed,6.0,20.0
5670,8.0,16.0,14.0,10.0,fail,11.0,11.0
5671,18.0,17.0,11.0,10.0,succeed,7.0,16.0
5672,8.0,11.0,12.0,11.0,fail,12.0,17.0
5673,18.0,12.0,7.0,19.0,succeed,12.0,18.0
5674,17.0,8.0,11.0,16.0,succeed,19.0,12.0
5675,6.0,19.0,13.0,12.0,succeed,12.0,11.0
5676,8.0,10.0,12.0,11.0,fail,16.0,9.0
5677,5.0,8.0,18.0,15.0,succeed,8.0,15.0
5678,15.0,18.0,14.0,10.0,succeed,16.0,14.0
5679,8.0,15.0,15.0,14.0,succeed,12.0,13.0
5680,14.0,12.0,16.0,19.0,fail,13.0,15.0
5681,11.0,10.0,10.0,15.0,fail,15.0,7.0
5682,13.0,11.0,11.0,10.0,fail,9.0,11.0
5683,14.0,12.0,14.0,13.0,succeed,6.0,9.0
5684,12.0,10.0,14.0,7.0,fail,18.0,12.0
5685,6.0,17.0,9.0,15.0,succeed,10.0,16.0
5686,8.0,11.0,10.0,10.0,succeed,18.0,10.0
5687,12.0,4.0,6.0,18.0,succeed,10.0,10.0
5688,15.0,10.0,11.0,11.0,succeed,14.0,18.0
5689,7.0,3.0,10.0,16.0,fail,15.0,11.0
5690,12.0,10.0,3.0,11.0,fail,13.0,11.0
5691,7.0,12.0,11.0,14.0,succeed,11.0,10.0
5692,13.0,10.0,16.0,17.0,succeed,13.0,17.0
5693,13.0,17.0,13.0,16.0,succeed,11.0,10.0
5694,10.0,5.0,15.0,20.0,succeed,11.0,14.0
5695,11.0,7.0,12.0,16.0,fail,13.0,17.0
5696,14.0,4.0,13.0,12.0,fail,14.0,3.0
5697,7.0,8.0,17.0,14.0,succeed,8.0,13.0
5698,14.0,14.0,10.0,9.0,succeed,8.0,19.0
5699,6.0,20.0,16.0,12.0,succeed,11.0,8.0
5700,15.0,12.0,16.0,12.0,succeed,9.0,12.0
5701,9.0,13.0,10.0,12.0,succeed,11.0,6.0
5702,13.0,11.0,19.0,11.0,succeed,7.0,10.0
5703,12.0,15.0,10.0,12.0,succeed,7.0,15.0
5704,18.0,11.0,5.0,7.0,fail,17.0,12.0
5705,15.0,12.0,15.0,19.0,succeed,16.0,13.0
5706,5.0,12.0,19.0,5.0,fail,13.0,19.0
5707,6.0,7.0,9.0,17.0,succeed,14.0,14.0
5708,10.0,6.0,11.0,12.0,fail,8.0,15.0
5709,13.0,14.0,14.0,4.0,fail,4.0,14.0
5710,8.0,10.0,14.0,18.0,fail,3.0,14.0
5711,7.0,10.0,9.0,12.0,fail,10.0,13.0
5712,7.0,11.0,9.0,8.0,succeed,17.0,11.0
5713,12.0,14.0,15.0,11.0,succeed,10.0,13.0
5714,13.0,11.0,14.0,16.0,succeed,12.0,8.0
5715,16.0,10.0,16.0,17.0,succeed,9.0,3.0
5716,7.0,16.0,12.0,11.0,fail,8.0,7.0
5717,9.0,15.0,7.0,6.0,fail,11.0,17.0
5718,10.0,16.0,11.0,9.0,succeed,9.0,10.0
5719,16.0,6.0,10.0,12.0,succeed,11.0,9.0
5720,7.0,15.0,14.0,14.0,succeed,11.0,6.0
5721,12.0,13.0,20.0,9.0,fail,7.0,15.0
5722,11.0,14.0,11.0,19.0,succeed,18.0,9.0
5723,11.0,6.0,20.0,9.0,fail,12.0,10.0
5724,6.0,11.0,14.0,12.0,fail,12.0,12.0
5725,8.0,17.0,11.0,4.0,succeed,19.0,10.0
5726,18.0,18.0,6.0,8.0,succeed,14.0,11.0
5727,14.0,8.0,17.0,16.0,fail,3.0,14.0
5728,17.0,13.0,5.0,8.0,succeed,10.0,10.0
5729,4.0,13.0,8.0,8.0,succeed,13.0,14.0
5730,11.0,11.0,12.0,18.0,fail,16.0,4.0
5731,11.0,14.0,10.0,8.0,fail,7.0,16.0
5732,11.0,9.0,11.0,18.0,succeed,10.0,5.0
5733,13.0,3.0,10.0,18.0,fail,9.0,10.0
5734,6.0,18.0,10.0,5.0,succeed,15.0,11.0
5735,12.0,5.0,15.0,14.0,fail,20.0,8.0
5736,11.0,12.0,19.0,9.0,fail,5.0,13.0
5737,9.0,20.0,7.0,19.0,succeed,15.0,14.0
5738,13.0,7.0,11.0,2.0,fail,11.0,18.0
5739,7.0,14.0,15.0,12.0,fail,7.0,5.0
5740,16.0,14.0,15.0,2.0,fail,15.0,10.0
5741,11.0,16.0,15.0,7.0,fail,14.0,10.0
5742,12.0,14.0,4.0,5.0,succeed,12.0,16.0
5743,13.0,7.0,9.0,7.0,succeed,12.0,12.0
5744,14.0,11.0,5.0,11.0,fail,12.0,10.0
5745,19.0,9.0,13.0,12.0,succeed,8.0,9.0
5746,10.0,13.0,7.0,10.0,succeed,6.0,19.0
5747,7.0,10.0,8.0,12.0,fail,11.0,13.0
5748,11.0,16.0,15.0,5.0,succeed,15.0,19.0
5749,14.0,8.0,13.0,15.0,succeed,9.0,12.0
5750,10.0,11.0,9.0,14.0,succeed,14.0,19.0
5751,15.0,14.0,8.0,15.0,succeed,10.0,4.0
5752,17.0,4.0,11.0,12.0,succeed,15.0,5.0
5753,10.0,7.0,19.0,9.0,succeed,8.0,14.0
5754,8.0,15.0,10.0,9.0,succeed,17.0,11.0
5755,11.0,8.0,15.0,18.0,succeed,20.0,8.0
5756,3.0,9.0,6.0,18.0,succeed,14.0,14.0
5757,8.0,15.0,14.0,5.0,fail,6.0,15.0
5758,17.0,15.0,12.0,2.0,fail,8.0,10.0
5759,13.0,8.0,11.0,9.0,succeed,17.0,9.0
5760,17.0,5.0,9.0,15.0,fail,17.0,6.0
5761,20.0,13.0,14.0,10.0,succeed,13.0,9.0
5762,7.0,17.0,13.0,8.0,succeed,10.0,11.0
5763,19.0,15.0,4.0,16.0,fail,15.0,18.0
5764,15.0,14.0,12.0,9.0,succeed,13.0,18.0
5765,16.0,18.0,9.0,10.0,succeed,19.0,14.0
5766,9.0,17.0,7.0,6.0,fail,14.0,9.0
5767,13.0,6.0,11.0,11.0,succeed,14.0,18.0
5768,19.0,11.0,9.0,11.0,fail,2.0,10.0
5769,6.0,11.0,12.0,18.0,succeed,16.0,17.0
5770,14.0,8.0,13.0,10.0,succeed,11.0,8.0
5771,20.0,11.0,10.0,12.0,succeed,4.0,9.0
