,cha,con,dex,int,str,wis,result
5670,8,16,14,10,11,11,fail
5671,18,17,11,10,7,16,succeed
5672,8,11,12,11,12,17,fail
5673,18,12,7,19,12,18,succeed
5674,17,8,11,16,19,12,succeed
5675,6,19,13,12,12,11,succeed
5676,8,10,12,11,16,9,fail
5677,5,8,18,15,8,15,succeed
5678,15,18,14,10,16,14,succeed
5679,8,15,15,14,12,13,succeed
5680,14,12,16,19,13,15,fail
5681,11,10,10,15,15,7,fail
5682,13,11,11,10,9,11,fail
5683,14,12,14,13,6,9,succeed
5684,12,10,14,7,18,12,fail
5685,6,17,9,15,10,16,succeed
5686,8,11,10,10,18,10,succeed
5687,12,4,6,18,10,10,succeed
5688,15,10,11,11,14,18,succeed
5689,7,3,10,16,15,11,fail
5690,12,10,3,11,13,11,fail
5691,7,12,11,14,11,10,succeed
5692,13,10,16,17,13,17,succeed
5693,13,17,13,16,11,10,succeed
5694,10,5,15,20,11,14,succeed
5695,11,7,12,16,13,17,fail
5696,14,4,13,12,14,3,fail
5697,7,8,17,14,8,13,succeed
5698,14,14,10,9,8,19,succeed
5699,6,20,16,12,11,8,succeed
5700,15,12,16,12,9,12,succeed
5701,9,13,10,12,11,6,succeed
5702,13,11,19,11,7,10,succeed
5703,12,15,10,12,7,15,succeed
5704,18,11,5,7,17,12,fail
5705,15,12,15,19,16,13,succeed
5706,5,12,19,5,13,19,fail
5707,6,7,9,17,14,14,succeed
5708,10,6,11,12,8,15,fail
5709,13,14,14,4,4,14,fail
5710,8,10,14,18,3,14,fail
5711,7,10,9,12,10,13,fail
5712,7,11,9,8,17,11,succeed
5713,12,14,15,11,10,13,succeed
5714,13,11,14,16,12,8,succeed
5715,16,10,16,17,9,3,succeed
5716,7,16,12,11,8,7,fail
5717,9,15,7,6,11,17,fail
5718,10,16,11,9,9,10,succeed
5719,16,6,10,12,11,9,succeed
5720,7,15,14,14,11,6,succeed
5721,12,13,20,9,7,15,fail
5722,11,14,11,19,18,9,succeed
5723,11,6,20,9,12,10,fail
5724,6,11,14,12,12,12,fail
5725,8,17,11,4,19,10,succeed
5726,18,18,6,8,14,11,succeed
5727,14,8,17,16,3,14,fail
5728,17,13,5,8,10,10,succeed
5729,4,13,8,8,13,14,succeed
5730,11,11,12,18,16,4,fail
5731,11,14,10,8,7,16,fail
5732,11,9,11,18,10,5,succeed
5733,13,3,10,18,9,10,fail
5734,6,18,10,5,15,11,succeed
5735,12,5,15,14,20,8,fail
5736,11,12,19,9,5,13,fail
5737,9,20,7,19,15,14,succeed
5738,13,7,11,2,11,18,fail
5739,7,14,15,12,7,5,fail
5740,16,14,15,2,15,10,fail
5741,11,16,15,7,14,10,fail
5742,12,14,4,5,12,16,succeed
5743,13,7,9,7,12,12,succeed
5744,14,11,5,11,12,10,fail
5745,19,9,13,12,8,9,succeed
5746,10,13,7,10,6,19,succeed
5747,7,10,8,12,11,13,fail
5748,11,16,15,5,15,19,succeed
5749,14,8,13,15,9,12,succeed
5750,10,11,9,14,14,19,succeed
5751,15,14,8,15,10,4,succeed
5752,17,4,11,12,15,5,succeed
5753,10,7,19,9,8,14,succeed
5754,8,15,10,9,17,11,succeed
5755,11,8,15,18,20,8,succeed
5756,3,9,6,18,14,14,succeed
5757,8,15,14,5,6,15,fail
5758,17,15,12,2,8,10,fail
5759,13,8,11,9,17,9,succeed
5760,17,5,9,15,17,6,fail
5761,20,13,14,10,13,9,succeed
5762,7,17,13,8,10,11,succeed
5763,19,15,4,16,15,18,fail
5764,15,14,12,9,13,18,succeed
5765,16,18,9,10,19,14,succeed
5766,9,17,7,6,14,9,fail
5767,13,6,11,11,14,18,succeed
5768,19,11,9,11,2,10,fail
5769,6,11,12,18,16,17,succeed
5770,14,8,13,10,11,8,succeed
5771,20,11,10,12,4,9,succeed
5772,6,18,15,14,13,14,succeed
5773,14,12,12,10,11,13,succeed
5774,11,16,9,18,15,12,succeed
5775,11,9,15,10,11,10,fail
5776,6,15,12,8,18,7,succeed
5777,11,8,18,11,13,12,succeed
5778,11,11,13,14,14,9,succeed
5779,17,11,10,5,11,18,fail
5780,14,14,14,7,14,9,succeed
5781,9,14,15,4,4,18,succeed
5782,7,17,11,9,13,11,fail
5783,17,12,11,14,14,17,succeed
5784,13,6,17,17,10,7,fail
5785,8,12,15,3,17,12,succeed
5786,12,5,10,19,11,4,fail
5787,17,8,6,19,12,5,succeed
5788,10,12,12,3,10,15,fail
5789,11,10,15,10,9,15,succeed
5790,10,13,13,11,12,13,succeed
5791,15,11,11,14,4,11,succeed
5792,8,3,11,15,10,14,succeed
5793,14,11,7,15,8,11,fail
5794,16,12,9,8,11,16,succeed
5795,19,7,12,7,12,7,succeed
5796,14,14,18,13,12,15,succeed
5797,15,14,14,19,12,3,fail
5798,12,16,18,8,10,6,fail
5799,4,16,9,19,9,10,succeed
5800,12,7,15,20,13,19,fail
5801,10,11,15,8,14,16,succeed
5802,7,19,12,16,10,9,succeed
5803,15,18,11,16,10,11,succeed
5804,13,15,14,11,9,8,succeed
5805,19,5,16,7,13,11,succeed
5806,7,14,7,17,11,8,succeed
5807,10,10,15,15,9,12,succeed
5808,6,11,12,11,8,15,succeed
5809,13,12,7,8,17,13,succeed
5810,9,12,8,9,9,18,succeed
5811,12,8,9,10,14,7,fail
5812,15,7,11,14,4,9,fail
5813,11,8,16,14,15,10,fail
5814,18,19,18,3,9,11,fail
5815,16,12,10,7,12,9,succeed
5816,9,17,9,8,4,15,succeed
5817,4,15,4,20,18,10,succeed
5818,12,10,17,12,12,6,fail
5819,12,12,10,13,15,10,fail
5820,14,12,9,12,11,15,succeed
5821,7,8,12,11,14,16,succeed
5822,16,13,16,8,19,8,succeed
5823,10,14,13,11,12,4,succeed
5824,15,17,12,5,8,11,succeed
5825,13,11,15,17,13,9,succeed
5826,15,6,7,12,6,15,succeed
5827,10,6,9,14,12,13,succeed
5828,18,10,14,10,7,17,succeed
5829,13,10,11,13,18,15,succeed
5830,2,17,16,17,13,8,fail
5831,11,14,17,11,18,17,succeed
5832,20,6,17,8,5,11,fail
5833,13,13,19,3,11,10,fail
5834,11,7,15,15,15,7,fail
5835,9,14,14,7,12,9,succeed
5836,10,13,15,17,16,11,succeed
5837,2,19,15,6,8,18,fail
5838,14,18,5,18,19,16,succeed
5839,14,14,7,12,6,11,succeed
5840,12,10,17,10,13,10,fail
5841,14,11,16,15,11,14,succeed
5842,15,11,17,5,3,10,fail
5843,12,10,14,7,17,3,fail
5844,11,12,11,13,14,11,succeed
5845,13,11,12,14,9,12,succeed
5846,11,15,13,10,15,15,succeed
5847,9,14,9,12,4,14,fail
5848,12,4,13,19,8,8,fail
5849,16,11,11,6,12,9,succeed
5850,14,14,4,17,19,15,succeed
5851,14,14,4,19,11,7,succeed
5852,8,15,11,13,17,3,succeed
5853,19,15,13,15,10,10,succeed
5854,13,19,8,12,13,12,succeed
5855,11,17,13,13,16,8,succeed
5856,3,14,16,15,12,4,fail
5857,17,12,12,18,9,19,succeed
5858,12,17,14,14,11,6,fail
5859,16,12,10,2,15,9,fail
5860,16,12,10,8,8,12,succeed
5861,13,6,15,8,17,10,succeed
5862,11,10,11,13,5,13,fail
5863,11,11,17,12,14,9,fail
5864,13,11,16,4,11,7,fail
5865,18,15,11,11,8,17,succeed
5866,14,5,13,14,10,14,fail
5867,10,5,8,18,18,14,fail
5868,8,15,8,8,16,14,succeed
5869,12,6,12,15,10,11,fail
5870,9,17,13,7,13,9,succeed
5871,11,2,10,17,10,12,succeed
5872,16,18,11,8,14,5,fail
5873,11,5,14,7,10,14,fail
5874,11,13,14,10,6,12,fail
5875,15,2,6,12,12,20,succeed
5876,13,12,8,11,11,6,fail
5877,17,18,12,4,8,5,succeed
5878,9,20,7,5,11,15,fail
5879,17,5,3,8,18,9,succeed
5880,19,10,14,12,10,15,succeed
5881,10,13,12,8,16,13,succeed
5882,5,8,9,11,19,9,fail
5883,18,9,10,13,10,11,fail
5884,8,15,2,14,7,14,succeed
5885,4,14,14,17,7,8,fail
5886,13,14,15,13,11,18,succeed
5887,14,12,12,11,12,13,succeed
5888,15,12,3,10,16,15,succeed
5889,10,7,19,12,11,16,fail
5890,8,9,11,13,9,19,succeed
5891,7,14,15,6,9,20,succeed
5892,9,14,7,9,14,12,succeed
5893,11,12,15,16,6,10,succeed
5894,7,13,12,11,11,16,succeed
5895,7,15,11,13,14,12,fail
5896,13,17,9,15,18,17,fail
5897,9,11,16,12,7,18,succeed
5898,12,15,12,12,11,7,fail
5899,6,20,9,12,10,12,succeed
5900,16,10,10,16,14,14,succeed
5901,11,7,13,10,15,13,succeed
5902,16,15,5,15,10,12,fail
5903,10,14,6,14,11,7,fail
5904,13,8,12,13,10,8,succeed
5905,8,14,16,16,7,5,succeed
5906,10,13,17,9,10,7,succeed
5907,12,16,16,18,10,14,succeed
5908,16,11,15,10,11,13,succeed
5909,9,9,19,15,11,6,fail
5910,14,14,10,10,9,16,succeed
5911,14,12,17,17,7,8,succeed
5912,7,16,6,5,10,16,succeed
5913,16,9,8,13,5,11,fail
5914,14,14,11,13,8,13,succeed
5915,12,19,9,7,12,16,succeed
5916,12,4,10,12,16,13,fail
5917,10,18,8,10,8,13,succeed
5918,14,6,10,5,16,18,succeed
5919,8,13,17,10,9,13,succeed
5920,15,9,11,10,15,17,succeed
5921,14,8,7,13,13,12,fail
5922,7,6,14,16,8,10,succeed
5923,18,13,10,5,4,16,succeed
5924,7,11,13,10,12,7,fail
5925,19,5,10,14,12,19,succeed
5926,13,9,15,11,15,16,succeed
5927,15,11,10,12,14,16,succeed
5928,14,16,19,10,10,16,succeed
5929,13,12,7,9,13,16,succeed
5930,8,7,12,15,9,20,succeed
5931,8,12,13,15,10,9,fail
5932,11,13,11,13,16,19,succeed
5933,11,11,13,11,14,12,succeed
5934,17,12,18,10,13,9,succeed
5935,4,7,15,14,10,11,fail
5936,10,11,13,13,17,20,succeed
5937,12,15,11,15,17,6,succeed
5938,12,5,9,11,12,13,succeed
5939,11,6,14,18,12,8,succeed
5940,12,10,4,15,12,16,succeed
5941,11,8,15,6,17,16,succeed
5942,9,17,6,12,20,16,succeed
5943,15,9,8,14,9,8,succeed
5944,9,8,14,15,10,11,succeed
5945,15,8,18,12,12,9,fail
5946,18,18,8,12,14,9,succeed
5947,18,11,20,16,15,7,succeed
5948,17,9,4,14,16,14,succeed
5949,20,14,19,6,11,12,succeed
5950,16,9,2,16,19,6,succeed
5951,10,8,11,11,17,10,succeed
5952,6,9,14,17,9,12,succeed
5953,10,14,15,10,10,11,succeed
5954,11,15,13,3,11,14,fail
5955,16,17,7,13,17,13,succeed
5956,11,6,14,19,14,9,fail
5957,11,5,13,3,14,18,fail
5958,4,13,11,17,8,10,succeed
5959,11,7,13,6,10,16,succeed
5960,15,7,8,8,16,11,fail
5961,9,17,12,20,10,3,succeed
5962,8,15,7,6,17,13,succeed
5963,12,13,14,10,10,12,succeed
5964,12,7,11,14,10,14,fail
5965,11,15,14,11,11,7,succeed
5966,12,16,9,8,19,10,succeed
5967,11,5,11,4,9,20,succeed
5968,10,13,11,19,5,10,succeed
5969,12,10,14,12,19,15,succeed
5970,12,17,4,8,5,18,succeed
5971,14,14,11,15,13,8,succeed
5972,10,10,17,15,11,11,fail
5973,14,10,11,9,15,18,succeed
5974,11,20,8,11,11,12,succeed
5975,8,14,9,8,9,16,succeed
5976,14,9,13,6,7,11,fail
5977,17,11,14,9,7,15,fail
5978,8,11,5,14,14,12,succeed
5979,10,4,8,13,10,17,fail
5980,5,13,11,9,11,19,succeed
5981,14,14,12,9,5,12,succeed
5982,16,19,10,6,12,17,succeed
5983,15,13,12,12,4,7,fail
5984,10,15,5,12,13,8,succeed
5985,5,18,14,10,12,13,fail
5986,8,5,19,18,8,10,succeed
5987,7,9,11,17,9,8,succeed
5988,8,10,17,10,11,10,fail
5989,16,9,12,8,10,9,succeed
5990,19,13,18,7,12,10,succeed
5991,17,12,6,19,9,14,succeed
5992,9,11,14,12,4,12,fail
5993,13,11,8,15,10,8,fail
5994,6,11,19,10,13,12,fail
5995,13,17,17,7,9,3,fail
5996,13,13,10,5,9,16,succeed
5997,7,8,15,8,7,16,fail
5998,10,13,8,9,17,11,succeed
5999,14,11,13,8,13,13,succeed
6000,16,5,17,13,13,11,succeed
6001,14,12,7,13,11,10,fail
6002,5,10,15,11,19,14,fail
6003,11,14,7,16,8,8,succeed
6004,8,11,16,10,5,10,fail
6005,11,5,14,13,11,12,fail
6006,11,6,13,9,11,10,fail
6007,15,10,9,14,9,18,succeed
6008,11,9,13,13,9,5,fail
6009,14,13,9,17,8,13,succeed
6010,8,16,5,10,12,9,succeed
6011,13,5,20,16,17,10,fail
6012,10,8,17,13,14,13,succeed
6013,13,4,18,12,19,12,fail
6014,15,13,8,14,13,19,succeed
6015,9,16,12,12,11,12,succeed
6016,10,9,11,5,13,14,fail
6017,13,15,6,14,15,2,succeed
6018,5,14,12,10,8,18,succeed
6019,15,14,12,16,11,10,succeed
6020,14,15,7,17,12,13,succeed
6021,9,14,15,10,7,8,fail
6022,15,10,11,7,18,11,succeed
6023,13,17,7,8,6,10,succeed
6024,11,13,10,15,11,9,succeed
6025,11,8,11,18,9,8,succeed
6026,14,11,18,5,10,8,succeed
6027,12,10,18,10,12,11,fail
6028,14,13,10,7,17,3,fail
6029,13,10,10,15,11,9,fail
6030,6,17,14,17,10,14,succeed
6031,9,16,4,13,6,16,fail
6032,12,15,4,14,10,5,succeed
6033,9,11,13,17,8,16,succeed
6034,11,19,12,7,15,10,succeed
6035,12,8,11,19,14,7,fail
6036,18,10,7,13,12,9,succeed
6037,9,10,13,15,5,12,succeed
6038,12,13,10,18,11,7,fail
6039,13,11,13,9,10,6,fail
6040,13,19,10,9,15,13,succeed
6041,11,13,10,10,12,12,succeed
6042,4,9,14,6,16,11,succeed
6043,13,19,8,18,19,15,succeed
6044,11,13,6,13,13,14,succeed
6045,14,13,15,11,11,14,succeed
6046,14,7,7,9,13,16,succeed
6047,4,12,11,16,14,10,fail
6048,3,16,9,14,9,14,succeed
6049,5,9,14,18,12,8,fail
6050,12,13,10,14,12,3,fail
6051,7,17,11,4,10,11,fail
6052,18,16,10,8,12,16,succeed
6053,18,6,14,15,10,10,succeed
6054,9,18,14,16,8,5,succeed
6055,12,10,8,7,14,9,fail
6056,10,10,10,11,18,2,fail
6057,9,5,14,15,9,8,fail
6058,13,11,11,16,10,12,succeed
6059,19,9,9,15,9,10,succeed
6060,12,14,13,14,7,9,succeed
6061,12,8,10,11,16,6,succeed
6062,17,13,14,10,15,9,fail
6063,11,13,8,10,9,14,succeed
6064,14,11,10,14,8,15,succeed
6065,17,16,13,18,14,9,succeed
6066,13,9,8,13,15,15,succeed
6067,13,7,19,6,12,15,succeed
6068,11,8,19,8,19,17,succeed
6069,10,5,8,16,16,14,fail
6070,18,9,12,14,17,18,succeed
6071,9,11,17,16,9,12,fail
6072,11,15,10,15,14,4,succeed
6073,12,9,13,17,11,12,fail
6074,11,8,15,9,12,10,fail
6075,11,17,7,18,6,15,succeed
6076,10,10,10,11,18,12,succeed
6077,11,16,15,9,4,13,fail
6078,6,11,10,14,8,12,fail
6079,16,18,14,9,19,13,fail
6080,8,9,16,9,13,13,fail
6081,5,11,16,7,11,12,fail
6082,14,11,13,11,11,17,succeed
6083,11,16,11,16,11,11,succeed
6084,17,18,6,14,13,13,succeed
6085,12,19,18,14,11,15,succeed
6086,16,7,13,9,3,13,succeed
6087,9,17,8,14,10,14,succeed
6088,13,15,13,17,10,3,fail
6089,19,14,11,16,15,11,succeed
6090,12,17,3,8,9,14,succeed
6091,4,18,18,11,8,6,succeed
6092,13,14,8,6,11,15,succeed
6093,15,16,15,11,15,12,succeed
6094,20,14,6,14,10,6,fail
6095,12,11,9,20,15,12,succeed
6096,10,13,12,11,19,9,succeed
6097,8,13,16,12,16,12,succeed
6098,18,6,11,11,9,8,succeed
6099,10,8,12,11,13,13,succeed
6100,14,5,6,16,16,9,succeed
6101,8,17,10,10,10,9,succeed
6102,13,15,13,8,18,11,fail
6103,7,9,5,16,19,13,succeed
6104,11,6,18,17,9,15,succeed
6105,10,8,12,10,12,15,fail
6106,14,16,14,9,9,13,succeed
6107,6,15,3,18,11,18,succeed
6108,13,4,13,13,13,7,succeed
6109,13,13,8,17,5,14,succeed
6110,11,13,15,12,4,10,fail
6111,15,12,13,18,5,4,succeed
6112,3,17,10,20,15,19,fail
6113,14,10,6,8,16,11,succeed
6114,18,11,7,16,8,12,succeed
6115,12,14,8,4,16,12,fail
6116,16,16,10,6,6,11,fail
6117,6,12,14,15,16,5,fail
6118,8,14,8,12,10,13,succeed
6119,16,14,11,15,14,12,succeed
6120,15,14,9,5,20,16,succeed
6121,11,12,11,11,13,4,fail
6122,16,11,5,16,9,5,fail
6123,16,20,10,9,3,8,succeed
6124,20,19,13,7,11,15,fail
6125,12,13,14,10,13,9,succeed
6126,7,8,14,16,15,14,succeed
6127,7,8,13,14,18,13,fail
6128,20,7,14,5,6,9,fail
6129,18,13,13,11,8,7,succeed
6130,12,14,13,16,4,14,succeed
6131,12,15,17,6,11,11,fail
6132,9,13,7,11,13,18,succeed
6133,4,9,14,11,7,18,fail
6134,7,18,14,12,19,13,succeed
6135,16,12,13,6,11,5,succeed
6136,14,18,14,12,11,9,fail
6137,14,16,8,10,15,12,succeed
6138,5,5,16,17,9,14,fail
6139,9,14,8,12,6,15,succeed
6140,15,17,18,4,3,13,succeed
6141,13,8,13,17,18,10,succeed
6142,9,12,16,12,12,9,fail
6143,15,11,18,11,13,13,succeed
6144,11,14,13,6,15,10,fail
6145,14,9,5,11,10,12,fail
6146,18,18,14,10,8,11,succeed
6147,10,14,11,19,15,10,fail
6148,10,18,14,5,3,11,fail
6149,12,13,17,8,9,4,fail
6150,13,15,17,14,16,17,succeed
6151,11,17,14,7,15,4,fail
6152,14,20,10,14,10,5,succeed
6153,4,9,17,12,19,17,fail
6154,12,13,15,12,9,12,fail
6155,14,9,12,15,16,10,fail
6156,11,13,15,15,9,9,fail
6157,12,16,11,15,8,12,fail
6158,11,8,12,10,9,16,succeed
6159,14,12,16,12,4,6,fail
6160,12,18,14,8,10,9,succeed
6161,6,12,11,9,8,18,succeed
6162,6,15,14,13,8,8,fail
6163,11,11,16,12,19,14,succeed
6164,11,14,17,16,11,4,fail
6165,9,19,5,20,16,6,succeed
6166,10,13,15,7,10,13,fail
6167,9,19,11,12,6,13,succeed
6168,15,19,11,8,15,17,succeed
6169,9,14,12,9,12,12,fail
6170,13,6,13,10,16,11,succeed
6171,6,16,6,13,13,12,succeed
6172,7,10,13,13,12,10,fail
6173,17,17,6,18,18,3,succeed
6174,11,18,10,12,13,17,succeed
6175,14,13,6,15,14,9,succeed
6176,5,12,9,11,19,14,succeed
6177,5,10,13,12,17,17,succeed
6178,11,15,11,2,12,11,fail
6179,11,2,10,9,12,17,succeed
6180,6,7,7,17,16,12,succeed
6181,8,9,17,15,4,11,fail
6182,18,9,13,18,11,10,succeed
6183,13,16,11,17,10,20,fail
6184,5,10,13,8,12,15,succeed
6185,7,5,14,11,16,11,fail
6186,8,11,17,4,11,13,fail
6187,7,13,10,13,11,9,succeed
6188,16,18,9,18,13,16,succeed
6189,18,9,18,12,13,10,fail
6190,7,15,13,11,11,8,fail
6191,18,10,4,14,11,9,succeed
6192,15,9,19,12,3,15,succeed
6193,12,16,12,11,14,11,succeed
6194,11,20,11,14,6,13,fail
6195,10,18,12,11,12,12,succeed
6196,8,15,15,8,14,12,succeed
6197,19,14,11,9,7,10,succeed
6198,10,13,16,13,14,12,succeed
6199,12,11,14,9,12,9,fail
6200,13,10,5,12,13,13,succeed
6201,10,10,10,9,9,13,succeed
6202,15,8,17,9,20,7,succeed
6203,12,10,14,16,17,17,succeed
6204,8,13,9,16,16,8,succeed
6205,9,6,17,19,20,14,fail
6206,11,19,8,13,6,7,fail
6207,19,11,6,15,7,13,fail
6208,14,11,20,15,12,12,succeed
6209,20,13,14,4,16,8,succeed
6210,16,5,11,10,16,10,fail
6211,5,10,16,13,12,11,fail
6212,18,6,10,10,12,5,fail
6213,7,8,16,11,18,10,fail
6214,8,14,18,13,11,9,fail
6215,16,19,11,3,13,18,succeed
6216,16,14,10,12,6,10,succeed
6217,16,16,9,18,8,12,succeed
6218,6,14,14,9,18,11,succeed
6219,9,15,5,10,18,7,succeed
6220,16,14,16,11,15,18,succeed
6221,14,14,13,5,6,8,fail
6222,19,7,14,17,3,9,fail
6223,8,11,12,5,15,11,fail
6224,9,6,13,14,9,11,fail
6225,15,13,8,8,13,15,succeed
6226,11,9,11,12,13,8,succeed
6227,11,9,13,6,7,16,fail
6228,16,4,4,15,10,15,succeed
6229,10,14,10,4,13,9,fail
6230,9,18,4,8,11,12,succeed
6231,18,7,13,10,16,18,succeed
6232,9,16,10,19,18,17,succeed
6233,8,17,11,17,8,6,fail
6234,5,7,16,15,12,10,fail
6235,16,10,16,10,14,6,succeed
6236,18,10,15,13,16,12,succeed
6237,10,10,12,10,12,16,succeed
6238,10,11,8,14,6,17,succeed
6239,6,7,10,10,15,19,fail
6240,17,7,11,9,9,10,succeed
6241,8,14,7,16,13,8,succeed
6242,9,8,3,10,16,18,succeed
6243,3,11,8,16,15,15,succeed
6244,11,16,10,14,17,15,succeed
6245,16,7,7,8,18,11,succeed
6246,4,9,17,6,15,9,fail
6247,11,12,9,12,14,12,succeed
6248,11,12,13,8,15,6,fail
6249,14,13,9,18,15,8,succeed
6250,7,14,13,17,6,9,fail
6251,10,15,13,18,9,14,succeed
6252,10,13,18,19,12,17,succeed
6253,18,11,5,14,11,11,succeed
6254,10,5,6,19,10,13,fail
6255,8,8,11,14,11,10,succeed
6256,15,3,10,19,13,8,succeed
6257,4,14,9,14,10,11,succeed
6258,13,5,8,17,11,14,fail
6259,12,11,18,10,16,4,fail
6260,10,11,10,13,9,11,succeed
6261,7,13,9,17,15,9,fail
6262,11,18,17,11,16,12,succeed
6263,13,14,8,12,14,10,fail
6264,11,12,4,10,19,13,succeed
6265,10,18,13,14,14,3,succeed
6266,11,8,9,10,17,20,succeed
6267,9,13,15,8,7,17,succeed
6268,6,12,17,3,5,17,fail
6269,9,13,17,7,6,12,fail
6270,13,8,19,11,8,12,succeed
6271,18,13,12,14,13,11,succeed
6272,15,10,8,11,9,9,succeed
6273,16,14,11,7,12,2,fail
6274,16,16,11,6,10,14,succeed
6275,17,13,7,11,13,20,succeed
6276,9,14,15,10,9,19,fail
6277,10,15,13,2,13,15,succeed
6278,11,11,7,14,14,15,succeed
6279,5,20,15,4,11,8,fail
6280,11,10,11,11,11,15,succeed
6281,15,7,15,7,7,17,succeed
6282,13,9,10,13,15,11,succeed
6283,7,15,9,13,17,13,succeed
6284,14,8,8,19,15,4,succeed
6285,16,8,17,6,8,10,fail
6286,15,2,12,17,18,12,succeed
6287,8,15,15,15,9,11,succeed
6288,10,16,13,19,5,18,succeed
6289,10,11,8,14,19,5,fail
6290,16,19,14,3,16,18,succeed
6291,17,14,13,6,11,15,succeed
6292,17,14,12,8,12,3,fail
6293,10,13,10,11,12,12,fail
6294,14,12,15,11,4,10,succeed
6295,2,16,9,20,15,16,succeed
6296,17,10,12,15,15,13,succeed
6297,10,11,8,14,15,15,succeed
6298,18,15,7,16,5,15,succeed
6299,11,13,12,4,16,10,succeed
6300,11,17,13,12,12,4,fail
6301,11,12,10,7,11,15,succeed
6302,16,10,5,8,9,15,succeed
6303,8,15,3,20,7,10,fail
6304,16,17,13,14,10,15,succeed
6305,14,15,11,6,8,12,succeed
6306,12,11,10,11,10,14,fail
6307,14,14,7,10,12,13,succeed
6308,10,11,13,14,15,16,succeed
6309,14,13,6,8,11,18,succeed
6310,8,8,10,11,18,8,fail
6311,9,13,9,11,19,10,succeed
6312,10,12,16,6,7,11,fail
6313,7,6,11,13,18,12,fail
6314,12,17,16,13,13,8,fail
6315,13,4,3,11,18,15,succeed
6316,5,14,13,14,13,12,succeed
6317,15,7,11,12,10,6,succeed
6318,11,8,9,8,16,10,succeed
6319,13,13,6,17,10,11,succeed
6320,8,12,9,12,6,15,succeed
6321,7,17,17,14,12,11,succeed
6322,6,13,18,14,11,7,succeed
6323,7,9,7,9,11,18,succeed
6324,19,14,10,8,8,15,succeed
6325,11,11,13,10,10,8,succeed
6326,13,8,10,12,13,9,fail
6327,8,7,14,9,10,17,succeed
6328,12,9,8,6,16,13,fail
6329,11,9,17,6,6,12,fail
6330,16,10,8,11,16,15,succeed
6331,11,6,12,15,14,11,succeed
6332,15,3,9,18,7,16,fail
6333,13,7,7,16,9,16,fail
6334,17,12,6,11,7,11,succeed
6335,11,6,11,15,11,10,succeed
6336,15,13,3,12,11,8,succeed
6337,13,12,14,7,12,10,fail
6338,11,18,3,18,11,11,succeed
6339,11,10,9,12,19,9,succeed
6340,10,15,15,8,7,11,succeed
6341,7,15,15,17,14,8,succeed
6342,14,16,13,12,10,9,succeed
6343,8,11,3,14,10,18,succeed
6344,9,15,13,7,11,17,succeed
6345,13,17,11,12,11,10,succeed
6346,11,10,12,17,7,10,succeed
6347,6,14,5,15,7,18,succeed
6348,11,13,15,15,17,17,succeed
6349,20,9,10,8,8,10,succeed
6350,14,8,17,13,8,7,succeed
6351,16,17,13,18,9,5,succeed
6352,13,7,12,17,13,11,fail
6353,11,19,17,8,12,11,succeed
6354,14,8,11,13,9,5,fail
6355,17,8,17,11,7,10,fail
6356,10,9,10,11,16,9,fail
6357,8,12,14,12,11,11,fail
6358,16,6,12,16,13,6,fail
6359,11,17,11,11,11,3,fail
6360,7,14,12,14,11,10,succeed
6361,14,11,15,12,15,18,succeed
6362,9,18,15,14,14,9,fail
6363,13,10,14,8,13,12,succeed
6364,11,5,17,12,18,4,fail
6365,11,12,12,9,15,9,succeed
6366,6,16,13,10,11,10,fail
6367,9,13,11,13,15,14,succeed
6368,3,19,8,14,13,19,fail
6369,10,15,18,15,13,19,succeed
6370,10,10,14,8,11,7,fail
6371,9,7,10,13,13,8,fail
6372,13,7,17,12,6,14,succeed
6373,15,12,15,9,10,6,succeed
6374,17,19,17,10,17,17,succeed
6375,10,9,14,8,10,15,succeed
6376,13,14,10,11,6,11,fail
6377,20,16,9,11,9,13,succeed
6378,15,11,15,10,11,9,succeed
6379,8,14,18,17,14,16,succeed
6380,11,15,8,11,11,8,fail
6381,13,16,15,5,12,14,succeed
6382,7,12,12,7,10,13,fail
6383,12,13,13,14,17,11,succeed
6384,10,17,12,3,14,10,fail
6385,3,17,12,12,8,11,fail
6386,16,13,14,17,5,11,succeed
6387,8,17,15,12,19,10,succeed
6388,7,5,20,13,16,12,succeed
6389,12,8,8,17,5,16,fail
6390,9,17,15,17,18,5,succeed
6391,7,11,16,10,15,13,fail
6392,7,8,16,10,11,12,fail
6393,19,14,6,13,13,14,succeed
6394,16,4,15,8,18,10,fail
6395,14,7,10,8,17,12,fail
6396,9,15,19,7,10,9,fail
6397,9,11,11,19,11,9,succeed
6398,6,11,11,11,20,8,fail
6399,14,17,12,18,19,12,succeed
6400,8,11,14,13,4,11,fail
6401,15,17,7,13,4,5,fail
6402,12,11,6,16,7,18,succeed
6403,7,14,7,7,13,12,succeed
6404,17,15,16,7,10,9,succeed
6405,19,12,16,9,3,17,fail
6406,11,12,10,11,17,7,fail
6407,15,12,15,11,14,9,succeed
6408,14,14,4,13,13,12,fail
6409,12,18,5,9,13,10,succeed
6410,12,17,15,16,13,13,succeed
6411,20,13,19,10,11,9,succeed
6412,4,15,6,14,17,12,fail
6413,8,9,17,20,13,7,fail
6414,13,14,14,5,12,17,succeed
6415,10,14,16,16,19,11,succeed
6416,6,9,18,19,7,18,succeed
6417,16,12,16,15,13,11,succeed
6418,20,10,6,10,5,14,fail
6419,12,12,13,20,18,16,succeed
